State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Puerto Rico,Las Marías zona urb,704,,,,,,0
Puerto Rico,Sabana Grande zona urb,9357,,,,,,0
Puerto Rico,Coco comunidad,5328,,,,,,0
Puerto Rico,San Lorenzo zona urb,7629,,,,,,0
Puerto Rico,Vega Baja zona urb,22815,,,,,,0
Puerto Rico,La Fermina comunidad,2574,,,,,,0
Puerto Rico,Playita comunidad (Yabucoa Municipio),1755,,,,,,0
Puerto Rico,Santa Isabel zona urb,6196,,,,,,0
Puerto Rico,Luquillo zona urb,7841,,,,,,0
Puerto Rico,Pueblito del Río comunidad,1418,,,,,,0
Puerto Rico,Duque comunidad,1643,,,,,,0
Puerto Rico,Juana Díaz zona urb,7095,,,,,,0
Puerto Rico,Arroyo zona urb,6134,,,,,,0
Puerto Rico,Tiburones comunidad,2072,,,,,,0
Puerto Rico,Ciales zona urb,2274,,,,,,0
Puerto Rico,Campo Rico comunidad,2493,,,,,,0
Puerto Rico,Quebrada comunidad,1087,,,,,,0
Puerto Rico,Celada comunidad,4543,,,,,,0
Puerto Rico,Sabana Eneas comunidad,1120,,,,,,0
Puerto Rico,San Antonio comunidad (Aguadilla Municipio),1544,,,,,,0
Puerto Rico,Florida zona urb,4274,,,,,,0
Puerto Rico,Hatillo zona urb,4235,,,,,,0
Puerto Rico,El Ojo comunidad,1391,,,,,,0
Puerto Rico,La Dolores comunidad,2911,,,,,,0
Puerto Rico,H. Rivera Colón comunidad,2594,,,,,,0
Puerto Rico,Patillas zona urb,3292,,,,,,0
Puerto Rico,Tallaboa comunidad,882,,,,,,0
Puerto Rico,Ponce zona urb,116796,,,,,,0
Puerto Rico,El Negro comunidad,1221,,,,,,0
Puerto Rico,Mucarabones comunidad,1092,,,,,,0
Puerto Rico,Toa Alta zona urb,3829,,,,,,0
Puerto Rico,Vieques zona urb,3096,,,,,,0
Puerto Rico,Carolina zona urb,140072,,,,,,0
Puerto Rico,Indios comunidad,1367,,,,,,0
Puerto Rico,Lajas zona urb,4642,,,,,,0
Puerto Rico,Las Piedras zona urb,6402,,,,,,0
Puerto Rico,Orocovis zona urb,969,,,,,,0
Puerto Rico,Palomas comunidad (Comerío Municipio),1462,,,,,,0
Puerto Rico,Utuado zona urb,7160,,,,,,0
Puerto Rico,Olimpo comunidad,2300,,,,,,0
Puerto Rico,Carrizales comunidad,3052,,,,,,0
Puerto Rico,Manatí zona urb,12899,,,,,,0
Puerto Rico,Mayagüez zona urb,62579,,,,,,0
Puerto Rico,Río Blanco comunidad,1631,,,,,,0
Puerto Rico,Peñuelas zona urb,5253,,,,,,0
Puerto Rico,Quebradillas zona urb,4495,,,,,,0
Puerto Rico,Vázquez comunidad,1839,,,,,,0
Puerto Rico,Toa Baja zona urb,1370,,,,,,0
Puerto Rico,Morovis zona urb,1941,,,,,,0
Puerto Rico,Hato Arriba comunidad,387,,,,,,0
Puerto Rico,Maricao zona urb,789,,,,,,0
Puerto Rico,San Juan zona urb,331165,,,,,,0
Puerto Rico,La Alianza comunidad,1602,,,,,,0
Puerto Rico,Bayamón comunidad,1784,,,,,,0
Puerto Rico,Jagual comunidad,1479,,,,,,0
Puerto Rico,Quebrada del Agua comunidad,1244,,,,,,0
Puerto Rico,Tibes comunidad,403,,,,,,0
Puerto Rico,Rodríguez Hevia comunidad,66,,,,,,0
Puerto Rico,Vayas comunidad,631,,,,,,0
Puerto Rico,Cerrillos Hoyos comunidad,985,,,,,,0
Puerto Rico,Corral Viejo comunidad,514,,,,,,0
Puerto Rico,Pastos comunidad,1174,,,,,,0
Puerto Rico,Liborio Negrón Torres comunidad,1228,,,,,,0
Puerto Rico,Yaurel comunidad,1302,,,,,,0
Puerto Rico,Rafael Hernández comunidad,1029,,,,,,0
Puerto Rico,Búfalo comunidad,992,,,,,,0
Puerto Rico,Aguilita comunidad,3928,,,,,,0
Puerto Rico,Guayabal comunidad,1579,,,,,,0
Puerto Rico,Camuy zona urb,3834,,,,,,0
Puerto Rico,Cayey zona urb,14610,,,,,,0
Puerto Rico,Guánica zona urb,6781,,,,,,0
Puerto Rico,Hormigueros zona urb,11009,,,,,,0
Puerto Rico,Antón Ruíz comunidad,2279,,,,,,0
Puerto Rico,Bajandas comunidad,637,,,,,,0
Puerto Rico,Esperanza comunidad,775,,,,,,0
Puerto Rico,Punta Santiago comunidad,4880,,,,,,0
Puerto Rico,Cacao comunidad,1364,,,,,,0
Puerto Rico,Campanilla comunidad,5304,,,,,,0
Puerto Rico,San José comunidad,2483,,,,,,0
Puerto Rico,Vega Alta zona urb,9394,,,,,,0
Puerto Rico,Pueblito del Carmen comunidad,623,,,,,,0
Puerto Rico,Piedra Aguza comunidad,2697,,,,,,0
Puerto Rico,Parcelas Viejas Borinquen comunidad,665,,,,,,0
Puerto Rico,Parcelas Mandry comunidad,481,,,,,,0
Puerto Rico,San Sebastián zona urb,8490,,,,,,0
Puerto Rico,Fránquez comunidad,1912,,,,,,0
Puerto Rico,Trujillo Alto zona urb,44689,,,,,,0
Puerto Rico,Boquerón comunidad (Cabo Rojo Municipio),2401,,,,,,0
Puerto Rico,Boquerón comunidad (Las Piedras Municipio),1168,,,,,,0
Puerto Rico,Bairoa La Veinticinco comunidad,350,,,,,,0
Puerto Rico,Hacienda San José comunidad,2843,,,,,,0
Puerto Rico,Alianza comunidad,2786,,,,,,0
Puerto Rico,Anon Raices comunidad,129,,,,,,0
Puerto Rico,Buena Vista comunidad (Arroyo Municipio),1298,,,,,,0
Puerto Rico,Buena Vista comunidad (Humacao Municipio),962,,,,,,0
Puerto Rico,Calzada comunidad,178,,,,,,0
Puerto Rico,Peña Pobre comunidad,680,,,,,,0
Puerto Rico,Candelero Abajo comunidad,386,,,,,,0
Puerto Rico,El Paraiso comunidad,1757,,,,,,0
Puerto Rico,El Tumbao comunidad,2079,,,,,,0
Puerto Rico,La Liga comunidad,241,,,,,,0
Puerto Rico,Las Carolinas comunidad,2023,,,,,,0
Puerto Rico,Las Croabas comunidad,905,,,,,,0
Puerto Rico,La Yuca comunidad,458,,,,,,0
Puerto Rico,Los Panes comunidad,115,,,,,,0
Puerto Rico,Los Prados comunidad,2068,,,,,,0
Puerto Rico,Maguayo comunidad,996,,,,,,0
Puerto Rico,Monte Verde comunidad,28,,,,,,0
Puerto Rico,Palmas del Mar comunidad,1897,,,,,,0
Puerto Rico,Parcelas de Navarro comunidad,1569,,,,,,0
Puerto Rico,El Combate comunidad,207,,,,,,0
Puerto Rico,Naguabo zona urb,5220,,,,,,0
Puerto Rico,Guayama zona urb,22063,,,,,,0
Puerto Rico,Tierras Nuevas Poniente comunidad,3397,,,,,,0
Puerto Rico,Palmas comunidad,1088,,,,,,0
Puerto Rico,Jauca comunidad,1615,,,,,,0
Puerto Rico,Playita Cortada comunidad,946,,,,,,0
Puerto Rico,Ceiba zona urb,5613,,,,,,0
Puerto Rico,El Mangó comunidad,1458,,,,,,0
Puerto Rico,Juncos zona urb,7970,,,,,,0
Puerto Rico,Canóvanas zona urb,7351,,,,,,0
Puerto Rico,Santa Bárbara comunidad,4673,,,,,,0
Puerto Rico,Coamo zona urb,11148,,,,,,0
Puerto Rico,Fajardo zona urb,25229,,,,,,0
Puerto Rico,Gurabo zona urb,7515,,,,,,0
Puerto Rico,Parcelas Peñuelas comunidad,795,,,,,,0
Puerto Rico,La Plena comunidad,609,,,,,,0
Puerto Rico,Luis M. Cintrón comunidad,1866,,,,,,0
Puerto Rico,Corcovado comunidad,1744,,,,,,0
Puerto Rico,Daguao comunidad,1983,,,,,,0
Puerto Rico,San Antonio comunidad (Dorado Municipio),8144,,,,,,0
Puerto Rico,Salinas zona urb,4694,,,,,,0
Puerto Rico,Luis Lloréns Torres comunidad,3192,,,,,,0
Puerto Rico,Mora comunidad,1780,,,,,,0
Puerto Rico,Juncal comunidad,759,,,,,,0
Puerto Rico,Mariano Colón comunidad,2757,,,,,,0
Puerto Rico,Stella comunidad,1610,,,,,,0
Puerto Rico,Palomas comunidad (Yauco Municipio),1761,,,,,,0
Puerto Rico,Yabucoa zona urb,6829,,,,,,0
Puerto Rico,Martorell comunidad,2181,,,,,,0
Puerto Rico,Palmarejo comunidad (Lajas Municipio),1390,,,,,,0
Puerto Rico,Emajagua comunidad,2739,,,,,,0
Puerto Rico,Ramos comunidad,1536,,,,,,0
Puerto Rico,Aceitunas comunidad,1764,,,,,,0
Puerto Rico,Lamboglia comunidad,865,,,,,,0
Puerto Rico,Aguada zona urb,2675,,,,,,0
Puerto Rico,Luyando comunidad,2766,,,,,,0
Puerto Rico,Espino comunidad,843,,,,,,0
Puerto Rico,Arecibo zona urb,40108,,,,,,0
Puerto Rico,Betances comunidad,910,,,,,,0
Puerto Rico,Lluveras comunidad,1213,,,,,,0
Puerto Rico,San Germán zona urb,11117,,,,,,0
Puerto Rico,Rafael González comunidad,1865,,,,,,0
Puerto Rico,Sabana comunidad,1064,,,,,,0
Puerto Rico,La Luisa comunidad,2445,,,,,,0
Puerto Rico,Maunabo zona urb,1788,,,,,,0
Puerto Rico,Guaynabo zona urb,69697,,,,,,0
Puerto Rico,Corazón comunidad,1724,,,,,,0
Puerto Rico,Fuig comunidad,1253,,,,,,0
Puerto Rico,Pajonal comunidad,707,,,,,,0
Puerto Rico,Los Llanos comunidad,1990,,,,,,0
Puerto Rico,Parcelas La Milagrosa comunidad,1081,,,,,,0
Puerto Rico,Naranjito zona urb,1605,,,,,,0
Puerto Rico,Candelaria Arenas comunidad,3453,,,,,,0
Puerto Rico,Cayuco comunidad,1210,,,,,,0
Puerto Rico,Sabana Seca comunidad,7731,,,,,,0
Puerto Rico,Hato Candal comunidad,1673,,,,,,0
Puerto Rico,Tallaboa Alta comunidad,1472,,,,,,0
Puerto Rico,Rincón zona urb,1077,,,,,,0
Puerto Rico,Candelero Arriba comunidad,1184,,,,,,0
Puerto Rico,Aguas Claras comunidad,2310,,,,,,0
Puerto Rico,San Isidro comunidad,6915,,,,,,0
Puerto Rico,Comunas comunidad,1209,,,,,,0
Puerto Rico,Bayamón zona urb,165383,,,,,,0
Puerto Rico,Santo Domingo comunidad,3284,,,,,,0
Puerto Rico,Monte Grande comunidad,3446,,,,,,0
Puerto Rico,Candelaria comunidad,15846,,,,,,0
Puerto Rico,Animas comunidad,1190,,,,,,0
Puerto Rico,Aguas Buenas zona urb,2866,,,,,,0
Puerto Rico,Ceiba comunidad,2078,,,,,,0
Puerto Rico,Dorado zona urb,12330,,,,,,0
Puerto Rico,Coto Laurel comunidad,1639,,,,,,0
Puerto Rico,Cabo Rojo zona urb,8862,,,,,,0
Rhode Island,Chepachet,1529,169,358,359,211,83,1180
Rhode Island,Clayville,223,0,21,7,65,47,140
Rhode Island,Greene,734,54,186,155,139,71,605
Rhode Island,Harmony,1128,44,348,261,125,46,824
Rhode Island,Misquamicut,361,12,51,96,92,78,329
Rhode Island,Watch Hill,144,5,41,23,52,4,125
Rhode Island,Weekapaug,457,5,57,84,121,85,352
Rhode Island,Hopkinton,722,49,274,113,149,0,585
Rhode Island,Charlestown,1241,51,153,324,290,284,1102
Rhode Island,Pawtucket,71756,9807,16214,13668,6261,3794,49744
Rhode Island,Westerly,17435,1236,3700,3963,2407,1530,12836
Rhode Island,Wyoming,284,50,46,104,0,0,200
Rhode Island,Providence,179435,21496,31315,22054,17348,15115,107328
Rhode Island,Narragansett Pier,3725,149,533,545,830,646,2703
Rhode Island,Cumberland Hill,8142,419,1382,1792,1264,936,5793
Rhode Island,Hope Valley,1633,24,349,342,127,143,985
Rhode Island,Warwick,81079,5049,17154,18796,12870,7036,60905
Rhode Island,Pascoag,4824,298,1311,1095,720,188,3612
Rhode Island,Central Falls,19382,4326,4390,1987,628,297,11628
Rhode Island,Quonochontaug,560,0,79,124,83,102,388
Rhode Island,Newport East,11561,759,2113,2346,2025,1306,8549
Rhode Island,Woonsocket,41539,5575,10315,8037,3095,1716,28738
Rhode Island,Carolina,602,79,115,99,108,71,472
Rhode Island,Foster Center,418,84,39,98,93,11,325
Rhode Island,Melville,1305,5,164,275,191,156,791
Rhode Island,Cranston,81196,6525,17885,15914,10858,7212,58394
Rhode Island,Greenville,8387,547,1763,1933,1336,855,6434
Rhode Island,Valley Falls,11828,1290,2439,2538,1729,612,8608
Rhode Island,Newport,24762,1021,3163,3780,5916,3597,17477
Rhode Island,Tiverton,7757,521,1956,1708,994,821,6000
Rhode Island,Kingston,6789,44,147,238,412,312,1153
Rhode Island,Ashaway,1186,31,234,270,184,57,776
Rhode Island,Wakefield-Peacedale,9092,345,1611,1297,1403,1411,6067
Rhode Island,Harrisville,1348,53,247,358,55,162,875
Rhode Island,Bradford,1432,249,297,252,84,91,973
Rhode Island,East Providence,47449,5360,10406,9689,5943,3604,35002
South Carolina,Lane,460,54,156,72,28,19,329
South Carolina,Clarks Hill,367,89,51,66,10,0,216
South Carolina,Lesslie,2809,283,696,655,238,133,2005
South Carolina,Clover,5955,634,1256,1125,521,184,3720
South Carolina,Smoaks,91,7,25,29,6,11,78
South Carolina,Cameron,416,22,95,105,74,25,321
South Carolina,Denmark,3062,313,484,710,192,95,1794
South Carolina,Pelzer,1407,209,411,280,68,0,968
South Carolina,Iva,1515,286,453,208,45,47,1039
South Carolina,North Augusta,22603,1406,4403,4758,4000,1847,16414
South Carolina,Walterboro,5503,461,1293,860,423,336,3373
South Carolina,Lodge,46,1,19,13,4,5,42
South Carolina,Irwin,1303,175,402,316,64,41,998
South Carolina,Buffalo,1655,260,539,238,68,29,1134
South Carolina,Little River,9523,346,2859,2771,1380,590,7946
South Carolina,Atlantic Beach,242,18,90,25,15,14,162
South Carolina,Lugoff,8360,413,1941,1753,732,567,5406
South Carolina,Bethune,253,29,92,41,12,20,194
South Carolina,Great Falls,1988,211,561,265,92,64,1193
South Carolina,Plum Branch,84,4,28,15,14,2,63
South Carolina,Charleston,133762,5047,16450,23449,30798,17966,93710
South Carolina,Bradley,57,0,22,18,6,6,52
South Carolina,Norway,334,18,44,116,39,15,232
South Carolina,Wilkinson Heights,1546,275,335,363,172,151,1296
South Carolina,Woodford,164,26,52,14,9,5,106
South Carolina,Saluda,3613,600,708,536,137,53,2034
South Carolina,Chapin,1755,39,347,441,248,87,1162
South Carolina,Mount Croghan,133,14,36,29,15,3,97
South Carolina,Kline,172,19,37,20,17,0,93
South Carolina,Arcadia,4073,629,802,574,210,113,2328
South Carolina,Alcolu,499,60,88,123,42,24,337
South Carolina,Van Wyck,683,47,253,96,28,33,457
South Carolina,Pelion,741,59,221,149,72,17,518
South Carolina,McCormick,2654,593,871,526,142,48,2180
South Carolina,New Ellenton,2158,228,636,441,172,66,1543
South Carolina,Jackson,1953,113,578,505,115,68,1379
South Carolina,Lowndesville,96,9,33,21,5,0,68
South Carolina,York,8062,738,1819,1856,508,334,5255
South Carolina,Smyrna,28,9,6,6,0,0,21
South Carolina,Wellford,2561,260,655,654,164,25,1758
South Carolina,Boiling Springs,9282,589,1495,2108,1059,611,5862
South Carolina,South Congaree,2395,315,646,515,170,67,1713
South Carolina,Ridgeway,358,31,66,56,69,27,249
South Carolina,Cottageville,821,86,212,185,62,36,581
South Carolina,Bluffton,18835,866,2431,3599,3279,2283,12458
South Carolina,Belton,4309,695,1115,979,333,140,3262
South Carolina,Seabrook Island,1694,3,111,305,607,611,1637
South Carolina,Goose Creek,41339,2081,6517,10387,4557,2126,25668
South Carolina,North Hartsville,2588,199,735,608,245,87,1874
South Carolina,Patrick,355,60,128,88,10,2,288
South Carolina,Camden,7060,552,1353,1491,1180,616,5192
South Carolina,Chesterfield,1512,166,339,349,109,91,1054
South Carolina,Eureka Mill,1527,135,491,192,106,11,935
South Carolina,Hollywood,5119,431,1517,964,833,434,4179
South Carolina,Jefferson,981,172,235,114,74,27,622
South Carolina,Edgefield,4735,945,1644,978,214,160,3941
South Carolina,Luray,173,8,66,21,8,0,103
South Carolina,Langley,1309,300,443,136,13,23,915
South Carolina,East Gaffney,2944,782,639,480,132,52,2085
South Carolina,Clio,957,108,188,209,58,27,590
South Carolina,McColl,1981,337,718,310,43,26,1434
South Carolina,Scotia,252,21,83,51,2,0,157
South Carolina,Burton,8199,578,1865,1524,486,256,4709
South Carolina,Wedgefield,1865,131,561,423,50,47,1212
South Carolina,Powdersville,8991,488,1843,1996,1231,714,6272
South Carolina,James Island,12010,261,2127,2591,2951,1390,9320
South Carolina,Society Hill,669,108,120,123,40,15,406
South Carolina,Summerville,50894,2646,8680,11433,6534,3652,32945
South Carolina,Bonneau Beach,1870,66,653,659,91,48,1517
South Carolina,Boykin,198,0,11,116,29,17,173
South Carolina,Catawba,1151,180,316,251,93,0,840
South Carolina,Mulberry,233,68,55,60,0,0,183
South Carolina,Clifton,576,144,168,127,0,9,448
South Carolina,Cross Anchor,172,0,61,0,0,0,61
South Carolina,Enoree,682,179,107,131,13,12,442
South Carolina,Fairforest,1644,207,299,359,16,64,945
South Carolina,Fair Play,475,15,168,130,88,22,423
South Carolina,Fingerville,26,13,13,0,0,0,26
South Carolina,Gadsden,1873,108,604,698,62,124,1596
South Carolina,Glendale,293,20,65,56,39,0,180
South Carolina,Gramling,43,20,0,0,23,0,43
South Carolina,Graniteville,3415,528,654,566,105,87,1940
South Carolina,Hopkins,2956,277,1110,392,172,16,1967
South Carolina,Islandton,64,5,23,10,10,0,48
South Carolina,Jacksonboro,511,66,149,69,63,26,373
South Carolina,Converse,737,48,164,108,22,27,369
South Carolina,Cane Savannah,1035,77,367,186,70,32,732
South Carolina,Bishopville,3122,449,970,432,154,67,2072
South Carolina,Gifford,287,18,119,48,0,3,188
South Carolina,Hampton,2608,353,702,558,197,96,1906
South Carolina,Arial,2030,287,391,484,131,141,1434
South Carolina,Five Forks,18004,232,1191,2811,4183,2568,10985
South Carolina,Parker,12850,3310,2685,1506,848,292,8641
South Carolina,Lydia,499,124,243,48,0,0,415
South Carolina,Kingstree,3122,301,614,782,272,121,2090
South Carolina,Campobello,468,63,123,119,33,22,360
South Carolina,Duncan,3375,233,845,650,206,82,2016
South Carolina,Greer,29717,2736,4354,5954,4283,2242,19569
South Carolina,Inman,2694,450,588,620,145,109,1912
South Carolina,Roebuck,2352,204,701,499,201,94,1699
South Carolina,Landrum,2534,218,571,575,254,152,1770
South Carolina,Varnville,1877,126,609,332,180,74,1321
South Carolina,Mayo,1416,93,399,380,126,0,998
South Carolina,Elgin,3610,235,1585,561,189,76,2646
South Carolina,Eastover,800,143,168,125,3,31,470
South Carolina,East Sumter,1172,211,268,315,72,7,873
South Carolina,Mayesville,523,50,119,125,63,32,389
South Carolina,Whitmire,1561,229,343,268,83,71,994
South Carolina,Westminster,2512,355,551,613,112,91,1722
South Carolina,Columbia,133352,8447,15407,19656,18096,14529,76135
South Carolina,Tatum,79,2,37,21,5,1,66
South Carolina,Pinewood,492,51,104,80,35,25,295
South Carolina,Shiloh,211,51,85,0,5,5,146
South Carolina,Blacksburg,2008,327,442,247,59,54,1129
South Carolina,Estill,2856,358,966,328,182,30,1864
South Carolina,Reidville,869,61,152,137,165,54,569
South Carolina,Piedmont,6401,1071,1714,1091,373,215,4464
South Carolina,Rockville,120,0,19,34,44,9,106
South Carolina,Pinopolis,1247,15,111,408,305,259,1098
South Carolina,Gayle Mill,1075,207,320,146,7,0,680
South Carolina,Heath Springs,640,78,181,129,27,6,421
South Carolina,Central,5241,366,866,832,496,308,2868
South Carolina,Holly Hill,1359,237,364,181,101,58,941
South Carolina,Neeses,281,37,59,61,21,9,187
South Carolina,Woodruff,4164,727,899,790,329,192,2937
South Carolina,North,664,101,154,194,32,19,500
South Carolina,Vance,92,28,20,19,2,0,69
South Carolina,Rowesville,267,55,47,70,23,14,209
South Carolina,Ridgeland,3948,440,958,824,237,109,2568
South Carolina,Furman,250,60,78,32,10,5,185
South Carolina,Lyman,3481,215,741,1080,340,161,2537
South Carolina,Turbeville,1002,146,259,160,47,52,664
South Carolina,Troy,102,2,43,28,5,6,84
South Carolina,Springdale,2733,199,733,606,347,128,2013
South Carolina,West Columbia,17296,1639,3553,4003,2290,1462,12947
South Carolina,Beaufort,13336,699,2045,2940,1609,1190,8483
South Carolina,Elko,182,29,43,32,6,12,122
South Carolina,Red Bank,9623,831,2222,2448,855,446,6802
South Carolina,Cayce,13621,752,2104,3185,1879,1048,8968
South Carolina,Joanna,1329,287,422,240,59,30,1038
South Carolina,Rock Hill,71903,5438,11610,15004,8692,4653,45397
South Carolina,Gilbert,733,43,146,148,75,25,437
South Carolina,Greenwood,23230,3059,4515,3911,1967,915,14367
South Carolina,Jamestown,71,3,23,15,19,4,64
South Carolina,Swansea,880,105,231,203,43,19,601
South Carolina,Lowrys,245,26,45,53,9,29,162
South Carolina,Springfield,539,66,132,112,39,37,386
South Carolina,Orangeburg,13120,867,1561,3056,1386,693,7563
South Carolina,Eutawville,249,45,101,44,13,7,210
South Carolina,Edisto,2290,399,422,268,139,165,1393
South Carolina,Fairfax,2093,232,657,277,168,26,1360
South Carolina,Ninety Six,1839,163,352,444,118,116,1193
South Carolina,Newry,140,77,28,35,0,0,140
South Carolina,Jenkinsville,73,16,24,17,0,0,57
South Carolina,Chesnee,664,150,189,143,49,10,541
South Carolina,Stateburg,1611,44,285,260,290,192,1071
South Carolina,Fountain Inn,8684,784,1707,1711,869,414,5485
South Carolina,Aynor,721,67,170,160,59,46,502
South Carolina,Salley,245,27,71,49,21,20,188
South Carolina,Jonesville,678,127,227,98,29,26,507
South Carolina,Judson,1777,520,326,210,73,14,1143
South Carolina,Garden City,10070,625,2849,3277,1280,591,8622
South Carolina,Harleyville,802,77,237,148,41,26,529
South Carolina,Honea Path,3687,335,615,1056,355,93,2454
South Carolina,Calhoun Falls,1924,288,600,370,79,40,1377
South Carolina,Utica,1501,235,277,303,64,24,903
South Carolina,Bowman,705,118,233,122,67,23,563
South Carolina,Greenville,65727,4443,7778,10785,12908,8626,44540
South Carolina,Rembert,229,42,39,88,7,0,176
South Carolina,Lamar,983,157,251,193,70,27,698
South Carolina,Cheraw,5701,881,1170,928,380,133,3492
South Carolina,Promised Land,432,176,149,75,0,12,412
South Carolina,Pickens,3153,495,754,661,195,71,2176
South Carolina,Riverview,833,62,171,158,136,51,578
South Carolina,Union,7878,990,1881,1510,578,305,5264
South Carolina,Andrews,2981,212,781,635,130,50,1808
South Carolina,Barnwell,4502,555,1099,963,122,180,2919
South Carolina,Snelling,267,46,54,55,16,14,185
South Carolina,Mount Carmel,255,73,112,39,15,0,239
South Carolina,Williston,2995,368,646,565,70,71,1720
South Carolina,Moncks Corner,10169,760,2078,2566,668,498,6570
South Carolina,Edisto Beach,574,9,72,146,197,133,557
South Carolina,Abbeville,5079,909,1093,851,403,101,3357
South Carolina,Little Mountain,225,8,31,55,34,24,152
South Carolina,Lynchburg,361,33,117,68,10,22,250
South Carolina,St. Stephen,1787,197,540,328,74,27,1166
South Carolina,Modoc,202,14,70,29,25,38,176
South Carolina,Six Mile,872,49,140,205,95,97,586
South Carolina,Easley,20784,2261,4303,4432,2474,1338,14808
South Carolina,City View,1448,480,170,317,44,0,1011
South Carolina,Taylors,21923,1123,3990,5759,3066,1638,15576
South Carolina,Welcome,7394,1503,1941,1175,283,56,4958
South Carolina,Branchville,1132,100,303,268,44,27,742
South Carolina,Cowpens,1782,232,284,415,229,63,1223
South Carolina,Pacolet,2456,339,691,561,79,53,1723
South Carolina,Watts Mills,1384,273,360,253,0,0,886
South Carolina,Simpsonville,21423,986,3712,4761,3240,1779,14478
South Carolina,Walhalla,4293,958,1145,742,170,96,3111
South Carolina,Paxville,474,56,104,147,26,11,344
South Carolina,Summerton,997,120,334,157,70,54,735
South Carolina,McClellanville,545,9,73,125,123,75,405
South Carolina,Central Pacolet,138,30,57,17,2,2,108
South Carolina,Inman Mills,1306,172,364,176,93,7,812
South Carolina,Saxon,3710,638,678,572,129,24,2041
South Carolina,Stuckey,215,13,73,52,10,25,173
South Carolina,Cross Hill,572,89,208,62,18,3,380
South Carolina,Mauldin,25009,1043,4416,5993,3879,2139,17470
South Carolina,Forestbrook,5682,222,1162,1594,869,314,4161
South Carolina,Kiawah Island,1525,0,69,215,629,596,1509
South Carolina,North Charleston,109886,11348,22092,21905,11049,4567,70961
South Carolina,Ravenel,2655,437,836,433,182,139,2027
South Carolina,Ridgeville,2135,616,731,288,108,22,1765
South Carolina,Anderson,27129,3144,5010,5557,2725,1376,17812
South Carolina,Centerville,7303,591,1333,2160,645,394,5123
South Carolina,North Myrtle Beach,15862,988,3410,4441,3106,1703,13648
South Carolina,Northlake,3793,130,877,896,460,582,2945
South Carolina,Bamberg,3317,412,539,556,308,303,2118
South Carolina,Olar,183,32,69,29,16,3,149
South Carolina,Laurel Bay,6470,332,1021,1333,196,193,3075
South Carolina,Port Royal,12446,382,1501,2399,1187,723,6192
South Carolina,Trenton,316,25,66,57,35,15,198
South Carolina,Briarcliffe Acres,547,7,40,97,156,144,444
South Carolina,Williams,164,21,30,29,12,16,108
South Carolina,Sullivan's Island,2148,12,77,225,652,589,1555
South Carolina,Wagener,889,88,212,201,80,27,608
South Carolina,Georgetown,8936,695,2098,2241,670,318,6022
South Carolina,Norris,856,109,177,150,62,26,524
South Carolina,Cordova,240,8,17,86,12,11,134
South Carolina,Greeleyville,398,40,140,97,30,6,313
South Carolina,Hemingway,562,40,138,81,74,35,368
South Carolina,Southern Shops,3667,882,668,470,113,17,2150
South Carolina,West Union,313,55,74,49,8,7,193
South Carolina,Travelers Rest,5063,259,753,1351,359,378,3100
South Carolina,Dentsville,14887,1063,2500,3634,1338,838,9373
South Carolina,Peak,51,1,12,9,8,12,42
South Carolina,Dalzell,3795,236,941,876,252,33,2338
South Carolina,Privateer,1939,338,599,483,130,29,1579
South Carolina,Sans Souci,8776,1656,1557,1716,693,402,6024
South Carolina,Sumter,39964,3527,6283,8639,3566,2518,24533
South Carolina,Latta,1377,185,352,207,115,80,939
South Carolina,Lake Murray of Richland,6427,204,598,1268,1720,1112,4902
South Carolina,Lake Wylie,12569,241,1485,2389,2982,1396,8493
South Carolina,Santee,1003,104,317,190,35,92,738
South Carolina,Reevesville,260,29,38,57,23,13,160
South Carolina,Elgin,1705,144,429,271,171,73,1088
South Carolina,Red Hill,15459,889,4045,3232,1674,740,10580
South Carolina,Monarch Mill,1416,250,529,261,11,43,1094
South Carolina,Lake City,6658,1239,1278,1041,440,215,4213
South Carolina,Scranton,786,125,244,210,26,13,618
South Carolina,Loris,2625,394,818,492,179,108,1991
South Carolina,Coronaca,146,0,22,28,30,0,80
South Carolina,Batesburg-Leesville,5424,676,1496,876,276,234,3558
South Carolina,Florence,37802,2749,7664,7393,4606,3158,25570
South Carolina,Olanta,561,91,142,97,28,6,364
South Carolina,Conway,22661,1391,4352,5120,1635,1382,13880
South Carolina,Myrtle Beach,31783,2592,6760,7411,4478,2126,23367
South Carolina,Surfside Beach,4312,298,1038,1175,630,535,3676
South Carolina,Meggett,1211,71,248,323,239,113,994
South Carolina,Winnsboro Mills,1944,606,562,209,100,15,1492
South Carolina,Perry,197,21,58,21,8,2,110
South Carolina,St. George,2581,379,370,574,169,49,1541
South Carolina,Chester,5433,878,1441,851,324,200,3694
South Carolina,Sharon,480,47,119,110,40,8,324
South Carolina,Allendale,3072,623,774,400,118,45,1960
South Carolina,Sycamore,144,14,34,66,8,0,122
South Carolina,Ulmer,37,6,3,9,2,2,22
South Carolina,Hilda,448,73,157,68,22,1,321
South Carolina,Bonneau,668,49,158,118,53,6,384
South Carolina,Richburg,405,41,90,60,23,18,232
