State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Kentucky,New Hope,144,48,62,12,0,0,122
Kentucky,Millstone,49,0,31,18,0,0,49
Kentucky,Mays Lick,291,18,92,95,0,8,213
Kentucky,Mayking,365,10,109,83,34,0,236
Kentucky,Marrowbone,126,8,69,17,0,0,94
Kentucky,Manitou,341,0,72,53,28,0,153
Kentucky,Magnolia,590,57,131,113,0,37,338
Kentucky,Maceo,330,9,167,68,0,0,244
Kentucky,McCarr,93,23,30,30,0,0,83
Kentucky,Farmington,161,21,0,62,18,9,110
Kentucky,Lowes,26,0,26,0,0,0,26
Kentucky,Kenvir,375,68,15,135,0,18,236
Kentucky,Jeff,193,28,102,7,21,0,158
Kentucky,Hiseville,195,32,121,8,0,0,161
Kentucky,High Bridge,306,116,87,76,0,0,279
Kentucky,Hebron,6160,112,1118,1572,664,315,3781
Kentucky,Hazel Green,84,24,43,8,0,9,84
Kentucky,Hardyville,407,41,69,33,0,66,209
Kentucky,Gracey,76,0,29,14,0,0,43
Kentucky,Gilbertsville,539,145,163,96,0,42,446
Kentucky,Union,5815,112,697,1101,1073,708,3691
Kentucky,Freeburn,281,47,137,27,0,0,211
Kentucky,Francisville,9401,52,1050,1706,1852,1208,5868
Kentucky,Lovelaceville,17,0,17,0,0,0,17
Kentucky,Elsmere,8570,817,1636,2120,652,282,5507
Kentucky,White Plains,812,102,300,127,67,19,615
Kentucky,Taylor Mill,6746,299,1131,1625,859,510,4424
Kentucky,Silver Grove,1450,124,374,278,83,88,947
Kentucky,Green Spring,738,4,41,130,193,155,523
Kentucky,Grayson,4015,330,996,658,276,152,2412
Kentucky,Olive Hill,1715,269,368,369,97,87,1190
Kentucky,Glenview Hills,367,0,15,37,111,89,252
Kentucky,Langdon Place,901,28,83,190,206,145,652
Kentucky,Somerset,11376,1698,2760,2292,691,409,7850
Kentucky,Lynnview,1043,72,310,236,98,22,738
Kentucky,Shively,15741,1576,4414,3726,861,494,11071
Kentucky,Wildwood,264,1,33,45,69,45,193
Kentucky,Monterey,133,11,39,52,16,2,120
Kentucky,Burnside,1087,124,251,164,110,92,741
Kentucky,Jamestown,2052,345,531,425,94,41,1436
Kentucky,Wickliffe,813,150,217,171,27,22,587
Kentucky,Hawesville,990,117,232,214,37,35,635
Kentucky,Fordsville,617,85,167,158,3,7,420
Kentucky,Masonville,1231,26,302,270,75,63,736
Kentucky,Jackson,2022,348,461,425,157,126,1517
Kentucky,Versailles,9192,1022,1766,1773,1006,519,6086
Kentucky,Monticello,6088,1143,1317,983,410,287,4140
Kentucky,Glencoe,347,58,91,43,4,1,197
Kentucky,Bowling Green,65731,5116,8995,10572,6446,4477,35606
Kentucky,Cambridge,165,6,16,46,29,22,119
Kentucky,Blue Ridge Manor,827,18,104,165,237,119,643
Kentucky,McKee,1060,262,260,89,13,12,636
Kentucky,Melbourne,441,56,108,81,21,64,330
Kentucky,Lynch,613,62,177,178,46,15,478
Kentucky,Dayton,5422,618,1446,1075,437,293,3869
Kentucky,Barbourville,3119,466,551,393,197,307,1914
Kentucky,Elkhorn City,1064,259,295,110,41,59,764
Kentucky,Stanton,2646,441,808,356,105,143,1853
Kentucky,Livingston,126,20,47,14,1,0,82
Kentucky,Oak Grove,7411,329,1001,1697,495,120,3642
Kentucky,Paintsville,4134,528,1045,933,242,279,3027
Kentucky,Cadiz,2608,274,642,668,134,119,1837
Kentucky,Crestview,461,19,90,89,69,29,296
Kentucky,Park Hills,2983,171,384,656,499,308,2018
Kentucky,Berry,352,36,117,54,15,14,236
Kentucky,Breckinridge Center,2363,60,305,168,0,0,533
Kentucky,Hardin,544,58,151,64,19,7,299
Kentucky,Murray,19037,1169,2677,2720,1839,1564,9969
Kentucky,Mortons Gap,1241,188,421,206,73,5,893
Kentucky,Prospect,4876,34,263,619,1308,1470,3694
Kentucky,Taylorsville,1547,262,426,341,37,27,1093
Kentucky,Columbus,256,42,71,39,1,1,154
Kentucky,Uniontown,754,129,279,166,0,9,583
Kentucky,Walton,4281,139,872,1085,286,247,2629
Kentucky,Frankfort,27582,2313,5434,5640,3888,2072,19347
Kentucky,Lewisport,1877,174,547,350,88,74,1233
Kentucky,Smithfield,132,25,45,14,2,1,87
Kentucky,Bedford,698,88,191,104,35,2,420
Kentucky,Bonnieville,236,43,70,16,12,4,145
Kentucky,Mount Washington,14433,843,3216,3398,1256,674,9387
Kentucky,Salt Lick,411,59,76,54,47,17,253
Kentucky,Danville,16685,1370,3373,3265,1138,1375,10521
Kentucky,Loyall,657,112,155,124,26,42,459
Kentucky,Crittenden,3861,279,1085,736,265,81,2446
Kentucky,Russell,3311,87,580,838,512,308,2325
Kentucky,Tolu,60,4,20,4,0,0,28
Kentucky,Symsonia,549,18,95,178,0,35,326
